UNHID#,Unique_Name,Site_TF_AI,Site_TF,SampleType_Final,Project,Sub_Project,Sub_ProjectA,NPOCf_value,NPOCf,NPOCf_notes,TDNf_value,TDNf,TDNf_notes,DONf_value,DONf,DONf_notes,NO3_Comb,NO3_Combf_value,NO3_Combf,NO3_Combf_notes,NH4ugNL_Comb,NH4_Combf_value,NH4_Combf,NH4_Combf_notes,PO4_Lachatf_value,PO4ugPL_Comb,PO4_Combf_value,PO4_Combf,PO4_Combf_notes,SiO2f_value,SiO2f,SiO2f_notes,Clf_value,Clf,Clf_notes,Naf_value,Naf,Naf_Notes,SO4f_value,SO4f,SO4f_notes,Kf_value,Kf,Kf_Notes,Mgf_value,Mgf,Mgf_Notes,Caf_value,Caf,Caf_Notes,pHf_value,pHf,pHf_notes,Condf_value,condf,condf_notes,Spec_Condf_value,Spec_Condf,Spec_Condf_notes,Volumef_value,Volumef,Volumef_notes,WRRCBenchtoppH.pHf_value,WRRCBenchtoppH.pHf,WRRCBenchtoppH.pHf_notes,ClosedCellpHf_value,ClosedCellpHf,ClosedCellpHf_notes,ConductivityuScmf_value,ConductivityuScmf,ConductivityuScmf_notes,WRRCOxalate.Oxalatef_value,OxalatemgLf_value,Oxalate_Comb,Oxalate_Combf_value,Oxalate_Combf,Oxalate_Combf_notes,Acetatef_value,Acetatef,Acetatef_notes,Formatef_value,Formatef,Formatef_notes
47285,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.351, ,0, ,182.379976473123, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47286,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.361, ,0, ,191.162611013204, ,0, , ,5.05014124575009, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47287,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.274747982005409, ,0, ,181.823190305317, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47559,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.1, ,2, ,9.06943702697754, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47573,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , , , , ,0, , , , , , , , ,1697.50606222985, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47574,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.0737727573597435, ,0, ,54.9511180344936, ,0, , ,2.72522416048549, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47575,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.056258233058425, ,0, ,69.7128780488761, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47576,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.0626568172998427, ,0, ,59.837456308806, ,0, , ,3.95918590543709, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47577,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.0626820697659001, ,0, ,74.6985637793599, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47578,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.071, ,2, ,59.4331248122675, ,2, , ,1.33589861368475, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47745,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.109, ,0, ,240.990347583101, ,0, , ,1.42409705913411, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47746,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.123, ,0, ,45.7606488135402, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47747,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.12, ,0, ,75.4999707619761, ,0, , ,2.64397270454474, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47748,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.094, ,0, ,44.1990789573663, ,0, , ,3.12499115056093, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47749,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.098, ,0, ,145.041615823248, ,0, , ,1.78160889289235, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47883,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.097, ,2, ,37.1489287633287, ,2, , ,1.07745975516246, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47884,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.173, ,0, ,1086.13381335072, ,0, , ,.536972988681609, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47885,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.149, ,0, ,67.9100319868821, ,0, , ,2.48610023605654, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47886,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.159, ,0, ,67.5910772486682, ,0, , ,5.49383516107128, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47887,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.173025349502378, ,0, ,66.2421566856409, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47888,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.13, ,0, ,63.5198912440242, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47910,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,1.585, ,2, ,504.844214697538, ,2, , ,2.603061690105, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47911,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,1.763, ,0, ,1254.85643578444, ,0, , ,8.95385688383683, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47912,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,1.423, ,0, ,517.825315223439, ,0, , ,12.7115388883964, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47913,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,1.915, ,0, ,638.712821682298, ,0, , ,16.8836151337343, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47914,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,1.265, ,0, ,430.702828238757, ,0, , ,5.47794259205055, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47915,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,1.27, ,0, ,514.774878445577, ,0, , ,17.1684372006235, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47929,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.051, ,2, ,39.1304824064025, ,2, , , , , , , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47930,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.128, ,0, ,252.639676480316, ,0, , ,.483187218038023, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47931,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.079, ,0, ,33.5240895310391, ,0, , ,2.64440383852187, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47932,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.107, ,0, ,43.0237143318711, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47933,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.0885, ,0, ,78.2950181718289, ,0, , ,1.63652789973496, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47934,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.123, ,0, ,60.6357565888813, ,0, , ,.233204965631515, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47990,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.234, ,2, ,127.634058653168, ,2, , ,-.272360876093959, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47991,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.377, ,0, ,703.648835546829, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47992,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.268, ,0, ,142.816812489264, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47993,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.301, ,0, ,148.576136100874, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47994,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.286, ,0, ,153.863383401188, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47995,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.127387372067188, ,0, ,208.69309946487, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48040,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48041,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.141, ,2, ,33.0534718770145, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48077,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.134062347228757, ,2, ,67.56207537471, ,2, , ,1.75500798328979, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48078,ppt2Lee, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.185, ,0, ,252.006028291731, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48079,ppt3Epp, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.145, ,0, ,22.7821365099028, ,0, , ,3.38640431123102, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48080,ppt4Ray, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.179, ,0, ,43.2060169649533, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48081,ppt5Pawt, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.161, ,0, ,17.5823375254499, ,0, , ,0, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48082,ppt6North, , ,Precipitation,Lamprey,Weekly, , ,0, , ,0, , ,0, ,.183, ,0, ,44.479021253697, ,0, , ,2.58022549584544, ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48357,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.05, ,2, ,25.6451146847562, ,2, , ,1.64102586677539, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48361,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.657003187861963, ,2, ,53.2632398396774, ,2, , ,.213581512598935, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48364,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.136537098226898, ,2, ,68.5387897083143, ,2, , ,6.40968065386123, ,2, , , , , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48368,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.93, ,2, ,150.317989569005, ,2, , ,1.42328866682341, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48393,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0594996317796092, ,2, ,10.7439305492528, ,2, , ,2.47538612595395, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48397,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.31, ,2, ,100.508499869452, ,2, , ,1.7347289060087, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48401,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0655087925744189, ,2, ,55.6163771333484, ,2, , ,-.163638883814263, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48646,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.228827230469743, ,2, ,119.094161401388, ,2, , ,2.99558385196725, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48719,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.656661710538868, ,2, ,37.2221061814488, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48817,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.111786876631409, ,2, ,47.9785878860651, ,2, , ,1.82556206949677, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48884,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.23895793166259, ,2, ,165.545676883294, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48885,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.18018208188157, ,2, ,73.0113860610689, ,2, , ,.122424623839579, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49138,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.254598853971109, ,2, ,43.9296075820051, ,2, , ,.462383698204547, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49480,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0508244417216216, ,2, ,21.5762147700335, ,2, , ,2.8955156273867, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2, , , , , , , 
49663,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.115790032491382, ,2, ,61.8314520589966, ,2, , ,3.2271608693986, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2, , , , , , , 
49823,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.831008045199165, ,2, ,406.398507819002, ,2, , ,6.82056125071987, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0643691450337899, ,2, , , , , , , 
50032,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.509151856484074, ,2, ,819.017310802978, ,2, , ,9.52203240150639, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.183887021186066, ,2, , , , , , , 
50079,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.330389327985531, ,2, ,334.205288967291, ,2, , ,8.11783800280626, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0691069056957465, ,2, , , , , , , 
50441,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0995910545102224, ,2, ,160.790802479354, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0519653948943424, ,2, , , , , , , 
50442,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.621443115234375, ,2, ,465.208622265669, ,2, , ,10.184722341906, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0914261280184492, ,2, , , , , , , 
50455,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.23706533976049, ,2, ,241.654737931317, ,2, , ,2.47575967362183, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0709444634698774, ,2, , , , , , , 
50528,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,1.01790005707183, ,2, ,378.501400087547, ,2, , ,10.269570811928, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0625176159588335, ,2, , , , , , , 
50606,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0321529423030172, ,2, ,16.8609016517151, ,2, , ,2.5617398017297, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50624,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.626091279362124, ,2, ,594.050197142677, ,2, , ,7.05764804248147, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.16245367868697, ,2, , , , , , , 
50675,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.753704283158876, ,2, ,628.553338552679, ,2, , ,18.3694207254599, ,2, , , , , ,2, , , , , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.153161311265273, ,2, , , , , , , 
50784,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.04814670768394, ,2, ,36.9391207633953, ,2, , ,4.40113039193097, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,2, , , , , , , 
50785,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.126361422895668, ,2, ,80.2555327082231, ,2, , ,3.84716140824567, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0377645869799663, ,2, , , , , , , 
50797,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0666311103459002, ,2, ,74.6300272036404, ,2, , ,5.93935679617737, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0275190365950657, ,2, , , , , , , 
50801,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.0918277333637744, ,2, ,106.507901043676, ,2, , ,3.19942711418171, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0402226947206217, ,2, , , , , , , 
50849,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.109168219542303, ,2, ,117.38387881824, ,2, , ,6.14184518683317, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.0398544748805745, ,2, , , , , , , 
51184,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.507793090193698, ,2, ,523.543865210866, ,2, , ,10.293445118817, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.178099132479131, ,2, , , , , , , 
51215,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.332602717255308, ,2, ,285.586567452097, ,2, , ,0, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.118919160489927, ,2, , , , , , , 
51681,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.263, ,2, ,388.345855357397, ,2, , ,3.7206061640858, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51840,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.515358337365241, ,2, ,241.978206132848, ,2, , ,4.37602419101061, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.140021539065165, ,2, , , , , , , 
51844,ppt1Thomp,TF or AI,TF,Precipitation,Lamprey,Wet Deposition, , ,2, , ,2, , ,2, ,.211619096419494, ,2, ,376.472539628372, ,2, , ,4.08929521416504, ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,.125108685360399, ,2, , , , , , , 
